,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
4.0/F低層A,4.0,低層,A,7102758,13326,533,68,1,KMK
7.0/F中層A,7.0,中層,A,7242404,13588,533,71,1,KMK
10.0/F高層A,10.0,高層,A,7382583,13851,533,72,1,KMK
4.0/F低層B,4.0,低層,B,7102758,13326,533,102,1,KMK
7.0/F中層B,7.0,中層,B,5444062,10214,533,150,1,KMK
10.0/F高層B,10.0,高層,B,7382583,13851,533,108,1,KMK
4.0/F低層C,4.0,低層,C,5736123,12497,459,154,2,KMK
7.0/F中層C,7.0,中層,C,5849955,12745,459,161,2,KMK
10.0/F高層C,10.0,高層,C,5895396,12844,459,212,2,KMK
4.0/F低層D,4.0,低層,D,6216900,13515,460,58,1,KMK
7.0/F中層D,7.0,中層,D,6339260,13781,460,61,1,KMK
10.0/F高層D,10.0,高層,D,6461620,14047,460,62,1,KMK
