,A,B,C,D,E,F,G,H
10.0,13318,12663,12783,13266,13573,13515,13253,13590
20.0,14072,13336,13882,14015,14363,14865,14026,14492
30.0,14816,13980,14131,14753,15157,15567,14821,14869
