,A,B,C,D,E,F,G,H
9.0,4314180,4405876,5205360,5280872,5273012,4924112,4533165,4473690
20.0,4453410,4423780,5444468,5509336,5440692,5139566,4657905,4652700
30.0,4664400,4760599,5703678,5790200,5790200,5310194,4852305,4780620
