,A,B,C,D,E,F,G,H,J,K
7.0,11682,11682,12076,12470,12114,12649,11777,11465,12075,12111
18.0,12281,12281,12382,12802,12534,13215,12248,12062,12756,12800
28.0,12835,12835,12796,13468,13089,13789,12775,12594,13047,14664
