,A,B,C,D,E,F,G,H,J,K
7.0,5721375,6028050,6042100,6165640,5846640,5754540,5307000,5140800,5544720,5745630
16.0,6052430,5801600,6381480,6494725,5671200,6073980,5593200,5452800,5865000,6050880
25.0,6451010,6297200,10039670,7363590,6498080,6952875,5775175,5838920,6420810,6374610
