,1,10,13,15,18,19,8,9
7.0,2927344,2646314,2838424,2883044,2597174,3056977,3570816,2542925
18.0,3060244,2774519,2956488,3023032,2719053,3188031,3747072,2931390
26.0,3149730,3276757,3055376,3578111,3181955,3298735,4434144,3050355
