,A,B,C,D,E,F,G
1.0,21324654,25385826,25439388,11040984,10858986,12649014,20497050
2.0,23028356,27413694,27471288,11922440,11725954,13659226,22133790
3.0,24731096,29440521,29503188,12803896,12508202,14669438,23770530
