,A,B,C,D,E,F,G,H,J,K,L,M
5.0,12675,12489,12662,12662,12667,11583,11717,12753,12662,12589,12672,12321
14.0,12934,12931,13110,13110,13116,12047,12183,13201,13110,13035,13119,12744
23.0,12759,13382,13582,13582,13588,12475,12616,13670,13582,13509,12607,12540
