,A,B,C,D,E,F,G,H,J,K,L,M
3.0,424,370,335,335,370,424,340,340,340,340,340,390
8.0,424,370,335,335,370,424,340,340,340,340,340,390
13.0,341,370,335,335,370,424,340,340,340,340,340,390
