,11,12,14,16,18,2,4,5,6,7,8,9
10.0,2810600,3107645,2868635,3653182,3136883,2810600,2415138,2298065,3721504,3650784,2868635,2422057
20.0,2361656,2807291,2409715,3842150,3254721,2361656,2525842,2403940,3385856,3506624,2409715,2540901
29.0,2456784,2927344,2506350,4012580,3219281,2456784,2694747,2500575,3533280,3651872,2506350,2710620
