,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
4.0/F低層A,4.0,低層,A,14943236,18403,812,342,4,HQB
10.0/F中層A,10.0,中層,A,15181058,18929,802,350,4,HQB
15.0/F高層A,15.0,高層,A,15725616,19608,802,343,4,HQB
4.0/F低層B,4.0,低層,B,11285640,16356,690,353,4,HQB
10.0/F中層B,10.0,中層,B,11634560,16960,686,353,4,HQB
15.0/F高層B,15.0,高層,B,11964526,17441,686,341,4,HQB
4.0/F低層C,4.0,低層,C,8361444,16926,494,364,4,HQB
10.0/F中層C,10.0,中層,C,8624746,17459,494,383,4,HQB
15.0/F高層C,15.0,高層,C,8684520,17580,494,381,4,HQB
4.0/F低層D,4.0,低層,D,9200592,16944,543,359,4,HQB
10.0/F中層D,10.0,中層,D,9492726,17482,543,374,4,HQB
15.0/F高層D,15.0,高層,D,9845133,18131,543,366,4,HQB
4.0/F低層E,4.0,低層,E,9656712,17784,543,371,3,HQB
10.0/F中層E,10.0,中層,E,9509016,17512,543,320,3,HQB
15.0/F高層E,15.0,高層,E,9632277,17739,543,395,4,HQB
4.0/F低層F,4.0,低層,F,8275347,16923,489,349,4,HQB
10.0/F中層F,10.0,中層,F,8539407,17463,489,366,4,HQB
15.0/F高層F,15.0,高層,F,8748699,17891,489,358,4,HQB
4.0/F低層G,4.0,低層,G,11946432,17364,688,313,4,HQB
10.0/F中層G,10.0,中層,G,12695604,18588,683,337,4,HQB
15.0/F高層G,15.0,高層,G,13065107,19129,683,337,4,HQB
4.0/F低層H,4.0,低層,H,14756800,18400,802,336,4,HQB
10.0/F中層H,10.0,中層,H,15242010,19005,802,337,4,HQB
15.0/F高層H,15.0,高層,H,15609326,19463,802,324,4,HQB
