,1,2,3,4,5,6,7,8
11.0,9035625,5941364,5730428,9177500,8079840,5580859,5712083,8113320
22.0,9439375,6210644,6009432,9426875,8226594,5444051,5806662,8823096
32.0,9762500,6451874,6018408,9905000,8452026,5688351,5862153,9122184
