,subjFloor,floorLv,unitNo,price,npsf,nfa
2.0/F低層A,2.0,低層,A,3409980,7413,460
3.0/F中層A,3.0,中層,A,3427000,7450,460
4.0/F高層A,4.0,高層,A,3444020,7487,460
2.0/F低層B,2.0,低層,B,3540620,7697,460
3.0/F中層B,3.0,中層,B,3559940,7739,460
4.0/F高層B,4.0,高層,B,3579720,7782,460
2.0/F低層D,2.0,低層,D,3409980,7413,460
3.0/F中層D,3.0,中層,D,3427000,7450,460
4.0/F高層D,4.0,高層,D,3444020,7487,460
2.0/F低層E,2.0,低層,E,3409980,7413,460
3.0/F中層E,3.0,中層,E,3427000,7450,460
4.0/F高層E,4.0,高層,E,3510720,7632,460
2.0/F低層F,2.0,低層,F,3409980,7413,460
3.0/F中層F,3.0,中層,F,3427000,7450,460
4.0/F高層F,4.0,高層,F,3444020,7487,460
