,A,AB,AD,AM,B,BC,C,CH,D,E,EF,F,G,H,J,K,L,M,N,P
22.0,296,539,540,490,216,637,228,607,270,362,713,351,325,322,217,216,194,194,194,203
69.0,,,,,,,,,,,,,,,,,,,,
106.0,,,,,,,,,,,,,,,,,,,,
