,1,2,3,4,5,6,7,8,9
2.0,5549922,5549922,5475666,6005454,5979750,5549922,5549922,5592762,6213310
3.0,5571342,5571342,5507796,6025446,5571342,5571342,5571342,5607756,5789792
4.0,5592048,5592048,5527788,6046866,5592048,5592048,5592048,5627748,5805940
