,1,10,11,12,2,3,4,5,6,7,8,9
4.0,11879,12085,12085,11591,12085,12482,12441,12085,11954,11720,12085,12236
8.0,12194,12405,12405,11894,12405,12810,12772,12405,12271,12032,12405,12564
11.0,12432,12646,12646,12125,13350,13058,13022,12646,12511,12267,12646,12802
