,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
3.0/F低層A,3.0,低層,A,5039622,15134,333,222,2,KKC
4.0/F中層A,4.0,中層,A,5079915,15255,333,219,2,KKC
5.0/F高層A,5.0,高層,A,5119875,15375,333,217,2,KKC
3.0/F低層B,3.0,低層,B,5347503,14979,357,238,2,KKC
4.0/F中層B,4.0,中層,B,5398554,15122,357,218,2,KKC
5.0/F高層B,5.0,高層,B,5441394,15242,357,215,2,KKC
3.0/F低層D,3.0,低層,D,5012982,15054,333,176,2,KKC
4.0/F中層D,4.0,中層,D,5052942,15174,333,174,2,KKC
5.0/F高層D,5.0,高層,D,5092902,15294,333,172,2,KKC
3.0/F低層E,3.0,低層,E,5012982,15054,333,176,2,KKC
4.0/F中層E,4.0,中層,E,5052942,15174,333,174,2,KKC
5.0/F高層E,5.0,高層,E,5092902,15294,333,172,2,KKC
