,1,10,2,3,4,5,6,7,8,9
3.0,11563,11189,10113,10062,10069,11189,11357,12727,10062,10069
8.0,12090,10737,10556,10502,10510,10737,11873,13276,10502,10510
13.0,14124,11188,10999,10943,10951,11188,14279,11923,10943,10951
