,1,10,11,12,13,14,15,16,17,18,19,2,20,3,4,5,6,7,8,9
7.0,2816856,3491856,3366792,3908308,5307001,5307001,4325665,4526280,3941303,3949169,3949169,5182775,3545208,5307001,5307001,4554565,4554565,3949169,3943925,3908308
20.0,2967645,3603400,3645110,4070364,5515202,5515202,4428000,4756860,4097092,4106248,4041555,5392241,3580632,5515202,5515202,4756860,5764480,4106248,4099272,4041555
32.0,3812913,3719619,3756255,4185825,5652000,5652000,4507760,4597020,5538070,4247297,4185825,5478250,3678936,5652000,5652000,4573152,4573152,4247297,4234740,4185825
