,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
3.0/F低層A,3.0,低層,A,4099200,13440,305,284,3,KKC
6.0/F中層A,6.0,中層,A,4211745,13809,305,285,3,KKC
10.0/F高層A,10.0,高層,A,4363025,14305,305,287,3,KKC
3.0/F低層B,3.0,低層,B,3475584,13792,252,321,4,KKC
6.0/F中層B,6.0,中層,B,3567564,14157,252,322,4,KKC
10.0/F高層B,10.0,高層,B,3691548,14649,252,320,4,KKC
3.0/F低層C,3.0,低層,C,3775590,13830,273,329,3,KKC
6.0/F中層C,6.0,中層,C,3877146,14202,273,335,3,KKC
10.0/F高層C,10.0,高層,C,4012827,14699,273,343,3,KKC
3.0/F低層D,3.0,低層,D,3515952,13318,264,321,4,KKC
6.0/F中層D,6.0,中層,D,3605976,13659,264,328,4,KKC
10.0/F高層D,10.0,高層,D,3729792,14128,264,335,4,KKC
3.0/F低層E,3.0,低層,E,3584880,13788,260,236,3,KKC
6.0/F中層E,6.0,中層,E,3682380,14163,260,239,3,KKC
10.0/F高層E,10.0,高層,E,3812640,14664,260,243,3,KKC
