,A,B,C,D,E,F,G,H
6.0,12229,12917,12436,12448,12616,12677,11868,12462
12.0,12705,13401,13178,12767,12993,13058,12293,12900
19.0,13241,13075,12811,12874,13016,13108,12753,13415
