,A,B,C,D,E,F,G,H,J,K
6.0,6500,6516,6425,6500,6846,6741,6304,6484,6741,6833
15.0,6696,6711,6566,6696,7050,6943,6712,6681,6943,7041
24.0,6895,6910,6769,6895,7256,7147,6923,6879,7147,7252
