,10,12,13,15,17,2,23,26,27,3,32,35,36,37,38,4,6,7,8
7.0,382,382,382,382,382,382,287,372,372,568,372,372,372,376,460,568,382,445,445
15.0,382,382,382,382,382,382,287,372,372,568,372,372,372,378,460,568,382,445,445
22.0,382,382,382,382,382,382,287,372,372,568,372,372,372,378,460,568,382,445,445
