,13,14,15,18,22,23,3,33,34,38,4,44,45,49,5,50,51,52,7,9
7.0,3034904,3034904,3034904,3068975,3034904,3034904,3034904,3068975,3068975,3024783,3004541,3034904,3126738,2783973,3126738,3078878,3063295,3105540,3126738,3065965
12.0,3090744,3090744,3090744,3125775,3090744,3090744,3090744,3125775,3125775,3082368,3060381,3090744,3184200,2850981,3184200,3139604,3120805,3162340,3184200,3125644
17.0,3143094,3143094,3143094,3178670,3143094,3143094,3143094,3178670,3178670,3137161,3108194,3143094,3238002,2911707,3238002,3199981,3175120,3215590,3238002,3181833
