,1,2,3,4,5,6,7,8,9
4.0,3812540,4235000,4013940,3601090,3786470,3570065,3934140,4235000,3902205
6.0,3842955,4271520,4109700,3632480,3857965,3636130,4012260,4271520,3936175
9.0,3903785,4329160,4165140,3681390,3907340,3684675,4063920,4329160,4017545
