,1,10,11,12,15,16,2,3,5,6,7,8,9
12.0,18784,19010,20118,17134,20478,20145,18998,20158,20552,18115,18441,18989,20085
24.0,20256,20441,20127,18508,20771,20147,20430,21618,20963,19605,19376,19656,20733
35.0,21512,22338,21895,19809,22005,21895,21570,22913,22444,20992,21024,20822,23535
