,A,B,C,D,E,F,G
10.0,5873920,3736740,4334850,4662240,3458760,3573140,5611480
18.0,6449300,3905660,4534920,4873000,3644130,3763140,5850600
28.0,6807900,4116810,4767750,5227640,3850960,3977080,6159790
