,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
20.0/F低層A,20.0,低層,A,13206730,10399,1270,219,4,KTST
66.0/F中層A,66.0,中層,A,,,,,,KTST
101.0/F高層A,101.0,高層,A,,,,,,KTST
20.0/F低層A-C,20.0,低層,A-C,,,,,,KTST
66.0/F中層A-C,66.0,中層,A-C,,,,,,KTST
101.0/F高層A-C,101.0,高層,A-C,,,,,,KTST
20.0/F低層AB,20.0,低層,AB,,,,,,KTST
66.0/F中層AB,66.0,中層,AB,,,,,,KTST
101.0/F高層AB,101.0,高層,AB,,,,,,KTST
20.0/F低層B,20.0,低層,B,10588947,11229,943,210,3,KTST
66.0/F中層B,66.0,中層,B,,,,,,KTST
101.0/F高層B,101.0,高層,B,,,,,,KTST
20.0/F低層C,20.0,低層,C,13088271,10479,1249,221,4,KTST
66.0/F中層C,66.0,中層,C,,,,,,KTST
101.0/F高層C,101.0,高層,C,,,,,,KTST
20.0/F低層D,20.0,低層,D,10302680,11815,872,347,4,KTST
66.0/F中層D,66.0,中層,D,,,,,,KTST
101.0/F高層D,101.0,高層,D,,,,,,KTST
20.0/F低層E,20.0,低層,E,7580327,11789,643,318,4,KTST
66.0/F中層E,66.0,中層,E,,,,,,KTST
101.0/F高層E,101.0,高層,E,,,,,,KTST
20.0/F低層F,20.0,低層,F,8127184,12389,656,221,3,KTST
66.0/F中層F,66.0,中層,F,,,,,,KTST
101.0/F高層F,101.0,高層,F,,,,,,KTST
20.0/F低層G,20.0,低層,G,8559025,12175,703,227,3,KTST
66.0/F中層G,66.0,中層,G,,,,,,KTST
101.0/F高層G,101.0,高層,G,,,,,,KTST
20.0/F低層H,20.0,低層,H,8507800,12154,700,269,3,KTST
66.0/F中層H,66.0,中層,H,,,,,,KTST
101.0/F高層H,101.0,高層,H,,,,,,KTST
20.0/F低層I,20.0,低層,I,8168550,12567,650,256,3,KTST
66.0/F中層I,66.0,中層,I,,,,,,KTST
101.0/F高層I,101.0,高層,I,,,,,,KTST
20.0/F低層J,20.0,低層,J,8033656,12436,646,220,3,KTST
66.0/F中層J,66.0,中層,J,,,,,,KTST
101.0/F高層J,101.0,高層,J,,,,,,KTST
20.0/F低層K,20.0,低層,K,9169410,13289,690,258,3,KTST
66.0/F中層K,66.0,中層,K,,,,,,KTST
101.0/F高層K,101.0,高層,K,,,,,,KTST
