,subjFloor,floorLv,unitNo,price,npsf,nfa
7.0/F低層A,7.0,低層,A,14100164,17494,806
19.0/F中層A,19.0,中層,A,15133456,18776,806
31.0/F高層A,31.0,高層,A,16110328,19988,806
7.0/F低層B,7.0,低層,B,11730510,16830,697
19.0/F中層B,19.0,中層,B,12856862,18446,697
31.0/F高層B,31.0,高層,B,13709990,19670,697
7.0/F低層C,7.0,低層,C,12251866,17578,697
19.0/F中層C,19.0,中層,C,12972564,18612,697
31.0/F高層C,31.0,高層,C,13827086,19838,697
7.0/F低層D,7.0,低層,D,14100164,17494,806
19.0/F中層D,19.0,中層,D,15133456,18776,806
31.0/F高層D,31.0,高層,D,16110328,19988,806
7.0/F低層E,7.0,低層,E,15449765,17861,865
19.0/F中層E,19.0,中層,E,16582915,19171,865
31.0/F高層E,31.0,高層,E,17048285,19709,865
7.0/F低層F,7.0,低層,F,12481710,16890,739
19.0/F中層F,19.0,中層,F,13427630,18170,739
31.0/F高層F,31.0,高層,F,14214665,19235,739
7.0/F低層G,7.0,低層,G,12012795,17235,697
19.0/F中層G,19.0,中層,G,12891712,18496,697
31.0/F高層G,31.0,高層,G,13744840,19720,697
7.0/F低層H,7.0,低層,H,13660088,16948,806
19.0/F中層H,19.0,中層,H,14520090,18015,806
31.0/F高層H,31.0,高層,H,15572726,19321,806
