,21,23,25,27,29,31,33,35,37,39,41
5.0,23409360,26306530,24978184,25031902,46086687,62792421,52557015,22832253,25135044,26186716,27038400
12.0,24400976,28178361,26864552,26726672,49333574,66936305,56029236,23687955,26830144,27875673,26635968
20.0,30912394,30082773,28899684,28249480,53042761,71667181,59990947,25325448,28649720,28626087,28116792
