,1,10,2,3,4,5,6,7,8,9
7.0,10447,10790,10513,11278,10327,10790,10385,10480,11060,10327
18.0,10919,11112,10973,12072,10868,11112,10834,10742,11457,10585
29.0,11187,11565,11231,12594,11131,11565,11026,11202,11936,11036
