,1,10,11,12,13,14,15,16,2,5,6,7,8,9
4.0,7708,7649,7649,7394,7426,7126,7117,7748,7649,7426,7117,7427,8055,7748
10.0,7943,7894,7894,7633,7663,7338,7338,7997,7894,7663,7338,7685,8295,7997
17.0,8259,8207,8207,7936,7966,7629,7629,8314,8207,7966,7629,8007,8611,8314
