,1,10,11,12,13,14,15,16,17,18,19,2,20,3,4,5,6,7,8,9
7.0,10831,10831,10831,10277,10161,10074,10536,10518,10483,10384,10378,9821,10971,10173,10179,10517,10419,10381,10384,10419
18.0,11442,11442,11421,10588,10840,10729,10972,10908,10997,10894,10548,10359,15555,10871,10758,10907,10842,10850,10898,10601
29.0,12054,17299,12054,11117,11223,11374,11571,11276,11474,11084,11083,10943,16457,11218,11408,11277,11240,11367,11083,11262
