,A,B,C,D,E,F,G,H,J,K
8.0,6094983,5141532,5141532,6017562,6010920,4630664,5445000,5171540,4653019,6108270
22.0,6582558,5556804,5556804,6500409,6479380,4856939,5687968,5543736,5025790,6530120
34.0,6696030,5751856,5751856,6633975,6590300,5071146,5902864,5807032,5198298,6720100
