,1,10,11,13,14,15,16,17,19,2,22,24,28,31,32
7.0,3555873,4366208,4753970,4242168,4242168,,2293575,2259125,4242168,4242168,4755910,4242168,2259125,4242168,3543300
18.0,3789426,4647513,5072615,4527017,4527017,,2443035,2427135,4527017,4527017,5069705,4527017,2427135,4527017,3780282
29.0,4028313,4924831,5399990,4818954,4818954,,2596205,2595410,4818954,4818954,5391745,4818954,2595410,4818954,4022979
