,subjFloor,floorLv,unitNo,price,npsf,nfa
21.0/F低層A,21.0,低層,A,9518052,24468,389
67.0/F中層A,67.0,中層,A,,,
102.0/F高層A,102.0,高層,A,,,
21.0/F低層B,21.0,低層,B,4923743,27203,181
67.0/F中層B,67.0,中層,B,,,
102.0/F高層B,102.0,高層,B,,,
21.0/F低層C,21.0,低層,C,6539544,24771,264
67.0/F中層C,67.0,中層,C,,,
102.0/F高層C,102.0,高層,C,,,
21.0/F低層D,21.0,低層,D,6790397,25819,263
67.0/F中層D,67.0,中層,D,,,
102.0/F高層D,102.0,高層,D,,,
21.0/F低層E,21.0,低層,E,6682476,25028,267
67.0/F中層E,67.0,中層,E,,,
102.0/F高層E,102.0,高層,E,,,
21.0/F低層F,21.0,低層,F,9280830,23797,390
67.0/F中層F,67.0,中層,F,,,
102.0/F高層F,102.0,高層,F,,,
21.0/F低層G,21.0,低層,G,6317519,25577,247
67.0/F中層G,67.0,中層,G,,,
102.0/F高層G,102.0,高層,G,,,
21.0/F低層H,21.0,低層,H,4759200,26440,180
67.0/F中層H,67.0,中層,H,,,
102.0/F高層H,102.0,高層,H,,,
21.0/F低層J,21.0,低層,J,5536470,30930,179
67.0/F中層J,67.0,中層,J,,,
102.0/F高層J,102.0,高層,J,,,
21.0/F低層K,21.0,低層,K,6085833,24639,247
67.0/F中層K,67.0,中層,K,,,
102.0/F高層K,102.0,高層,K,,,
