,1,10,11,12,1321,14,1410,1421,15,16,17,18,1806,1816,19,1909,1920,2,20,21,22,23,2414,27,28,3,4,422,5,507,6,7,710,8,818,9
7.0,5582500,5975653,5104050,5076450,5770710,5076450,5975653,5770710,5178628,5925480,5748655,7407450,5131632,5925480,5857180,5039104,5868652,5104050,6407204,5770710,6437070,6451650,5058040,6110202,4270779,5076450,5201730,6437070,5104050,5131632,5131632,5102592,5975653,5822562,7261032,5039104
14.0,6059350,6677337,5598600,5567652,6402968,5567652,6635983,6402968,5645536,6580860,5991491,7644600,5629008,6580860,6441574,5526024,6517392,5598600,6615844,6402968,7115040,7036308,5546840,6785912,4476797,5567652,5570262,7115040,5598600,5629008,5629008,5438400,6635983,6066669,7576864,5526024
21.0,5999400,7094766,5665800,5635512,6718140,5635512,6957477,6718140,5732415,6900300,4849964,8028225,5696064,6900300,4828544,5594400,6834916,5665800,4891406,6718140,5358528,7410285,5614960,7110390,4678074,5635512,5665266,7440903,5665800,5696064,5736556,5517600,6957477,6347724,7908992,5594400
