,10,14,15,17,19,21,22,23,24,4,6,7,8
9.0,9115,8834,8834,8834,8834,8331,8569,8834,8834,8331,8834,8834,8834
20.0,9483,9198,9198,9198,9198,8675,8913,9198,9198,8675,9198,9198,9198
30.0,9789,9529,9529,9529,9529,8987,9260,9529,9529,8987,9529,9529,9529
