,subjFloor,floorLv,unitNo,price,npsf,nfa
4.0/F低層1,4.0,低層,1,2868075,9105,315
7.0/F中層1,7.0,中層,1,2941470,9338,315
10.0/F高層1,10.0,高層,1,3014865,9571,315
4.0/F低層2,4.0,低層,2,4463480,11746,380
7.0/F中層2,7.0,中層,2,3576940,9413,380
10.0/F高層2,10.0,高層,2,3666240,9648,380
4.0/F低層3,4.0,低層,3,3488020,9179,380
7.0/F中層3,7.0,中層,3,3478740,9402,370
10.0/F高層3,10.0,高層,3,3565320,9636,370
4.0/F低層4,4.0,低層,4,2868075,9105,315
7.0/F中層4,7.0,中層,4,2941470,9338,315
10.0/F高層4,10.0,高層,4,3014865,9571,315
4.0/F低層5,4.0,低層,5,2882880,9152,315
7.0/F中層5,7.0,中層,5,2955645,9383,315
10.0/F高層5,10.0,高層,5,3028410,9614,315
4.0/F低層6,4.0,低層,6,3488020,9179,380
7.0/F中層6,7.0,中層,6,3725245,9431,395
10.0/F高層6,10.0,高層,6,3818465,9667,395
4.0/F低層7,4.0,低層,7,3488020,9179,380
7.0/F中層7,7.0,中層,7,3576940,9413,380
10.0/F高層7,10.0,高層,7,3666240,9648,380
4.0/F低層8,4.0,低層,8,2868075,9105,315
7.0/F中層8,7.0,中層,8,2941470,9338,315
10.0/F高層8,10.0,高層,8,3014865,9571,315
4.0/F低層A1,4.0,低層,A1,2868075,9105,315
7.0/F中層A1,7.0,中層,A1,2941470,9338,315
10.0/F高層A1,10.0,高層,A1,3014865,9571,315
4.0/F低層A2,4.0,低層,A2,3511580,9241,380
7.0/F中層A2,7.0,中層,A2,3601640,9478,380
10.0/F高層A2,10.0,高層,A2,3691320,9714,380
4.0/F低層A5,4.0,低層,A5,2868075,9105,315
7.0/F中層A5,7.0,中層,A5,2941470,9338,315
10.0/F高層A5,10.0,高層,A5,3014865,9571,315
4.0/F低層A6,4.0,低層,A6,3463700,9115,380
7.0/F中層A6,7.0,中層,A6,3552620,9349,380
10.0/F高層A6,10.0,高層,A6,3641160,9582,380
4.0/F低層A7,4.0,低層,A7,3533240,9298,380
7.0/F中層A7,7.0,中層,A7,3618740,9523,380
10.0/F高層A7,10.0,高層,A7,3704620,9749,380
