,1,2,3,4,5,6,7,8
5.0,9719,9727,9364,9423,9776,9973,9291,9290
14.0,10075,9988,9742,9837,10181,10380,9189,9663
22.0,10451,10345,10182,10050,10521,10427,9806,9962
