,1,10,11,12,13,14,1902,2,3,4,5,512,6,7,8,811,9
9.0,7664701,6650280,7814920,7615130,14916960,14924560,7689060,7644400,7803895,7801000,7755760,7818090,6625110,7374367,6355640,7689060,8010200
17.0,7892640,6809780,7851460,7664100,14855400,14625360,7817240,7773160,7889200,7845660,7836380,7723100,6885300,6914760,6759320,7817240,7909165
25.0,8035900,7425740,8199460,7989190,15804720,15313160,7918160,8038220,8180205,7973840,8121740,8044650,7202720,7918160,7087020,7918160,8245545
