,A,B,C,D,E,F,G
10.0,9690147,9847902,8653248,6917909,6441480,6250886,8617060
24.0,10387701,10532568,9396796,7088128,6966090,6306278,9862020
37.0,11564925,12795075,11054120,7547772,7311600,7375456,10787364
