,subjFloor,floorLv,unitNo,price,npsf,nfa
2.0/F低層A,2.0,低層,A,5899350,10050,587
6.0/F中層A,6.0,中層,A,5988574,10202,587
9.0/F高層A,9.0,高層,A,6592597,11231,587
2.0/F低層B,2.0,低層,B,4252976,11557,368
6.0/F中層B,6.0,中層,B,4477456,12167,368
9.0/F高層B,9.0,高層,B,4906544,13333,368
2.0/F低層C,2.0,低層,C,4284624,11643,368
6.0/F中層C,6.0,中層,C,4521616,12287,368
9.0/F高層C,9.0,高層,C,4906912,13334,368
2.0/F低層D,2.0,低層,D,4201734,11607,362
6.0/F中層D,6.0,中層,D,4532240,12520,362
9.0/F高層D,9.0,高層,D,6312332,12778,494
2.0/F低層E,2.0,低層,E,3656295,13105,279
6.0/F中層E,6.0,中層,E,3771522,13518,279
9.0/F高層E,9.0,高層,E,3906630,14310,273
2.0/F低層F,2.0,低層,F,4385108,12047,364
6.0/F中層F,6.0,中層,F,4548908,12497,364
9.0/F高層F,9.0,高層,F,9729841,10657,913
2.0/F低層G,2.0,低層,G,5751200,10400,553
6.0/F中層G,6.0,中層,G,5938667,10739,553
9.0/F高層G,9.0,高層,G,6173692,11164,553
2.0/F低層H,2.0,低層,H,5791410,10305,562
6.0/F中層H,6.0,中層,H,5842552,10396,562
9.0/F高層H,9.0,高層,H,6064971,10811,561
