,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,4,5,6,7,8,9
3.0,630,385,385,380,445,390,500,600,473,565,565,485,460,600,550,645,565,565,645,645,565,495,590,645,590,485,638,500,390,380
8.0,630,385,385,380,445,390,500,570,473,565,565,485,459,600,550,600,565,525,645,645,565,495,590,645,590,485,638,500,390,380
12.0,630,380,385,380,445,390,500,500,330,565,565,485,460,604,510,600,565,465,540,645,565,465,590,645,590,485,422,500,390,380
