,A,B,C,D,E,F,G,H
7.0,14638,15203,14595,15283,14924,14860,14956,14735
14.0,15018,15314,15155,15233,14978,15234,15255,14962
20.0,15140,15678,15500,15572,15689,15581,15720,15189
