,subjFloor,floorLv,unitNo,price,npsf,nfa
4.0/F低層B,4.0,低層,B,5442927,13179,413
10.0/F中層B,10.0,中層,B,5737809,13893,413
17.0/F高層B,17.0,高層,B,5734918,13886,413
4.0/F低層C,4.0,低層,C,5166900,11482,450
10.0/F中層C,10.0,中層,C,5546250,12325,450
17.0/F高層C,17.0,高層,C,5813550,12919,450
4.0/F低層D,4.0,低層,D,5023238,11138,451
10.0/F中層D,10.0,中層,D,5328114,11814,451
17.0/F高層D,17.0,高層,D,5416961,12011,451
4.0/F低層E,4.0,低層,E,4800660,11036,435
10.0/F中層E,10.0,中層,E,5027730,11558,435
17.0/F高層E,17.0,高層,E,5216955,11993,435
4.0/F低層F,4.0,低層,F,4344327,12377,351
10.0/F中層F,10.0,中層,F,4544046,12946,351
17.0/F高層F,17.0,高層,F,4698135,13385,351
4.0/F低層G,4.0,低層,G,9002250,12003,750
10.0/F中層G,10.0,中層,G,9336750,12449,750
17.0/F高層G,17.0,高層,G,9408750,12545,750
4.0/F低層H,4.0,低層,H,6295610,12770,493
10.0/F中層H,10.0,中層,H,6517460,13220,493
17.0/F高層H,17.0,高層,H,6774806,13742,493
