,A,B,C,D,E,F,G
2.0,3121646,2978820,2048200,,2923095,3016000,2461230
4.0,3162489,3017846,2075275,,2961410,3055500,2493210
7.0,3223495,3076138,2115650,,3018640,3114500,2541590
