,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
5.0/F低層1,5.0,低層,1,,,,,,NTP
6.0/F中層1,6.0,中層,1,,,,,,NTP
6.0/F高層1,6.0,高層,1,,,,,,NTP
5.0/F低層2,5.0,低層,2,,,,,,NTP
6.0/F中層2,6.0,中層,2,5180340,11022,470,150,1,NTP
6.0/F高層2,6.0,高層,2,5180340,11022,470,150,1,NTP
5.0/F低層3,5.0,低層,3,5379500,10759,500,98,1,NTP
6.0/F中層3,6.0,中層,3,5404000,10808,500,96,1,NTP
6.0/F高層3,6.0,高層,3,5404000,10808,500,96,1,NTP
5.0/F低層4,5.0,低層,4,4870320,11596,420,347,3,NTP
6.0/F中層4,6.0,中層,4,4921980,11719,420,295,3,NTP
6.0/F高層4,6.0,高層,4,4921980,11719,420,295,3,NTP
5.0/F低層5,5.0,低層,5,5031390,11058,455,250,2,NTP
6.0/F中層5,6.0,中層,5,5136950,11290,455,196,2,NTP
6.0/F高層5,6.0,高層,5,5136950,11290,455,196,2,NTP
