,1,10,2,3,4,5,6,8,9
2.0,6567,6460,6696,6696,6420,6679,6936,6588,6588
3.0,6597,6490,6727,6727,6468,6710,6968,6619,6619
4.0,7411,6519,6758,6758,6498,6741,7000,6649,6649
