,1,10,11,12,13,14,15,16,17,18,19,2,20,21,3,4,5,6,7,8,9
7.0,481,391,473,476,477,391,391,477,477,477,479,481,394,400,477,479,479,391,393,473,477
20.0,481,391,473,476,477,391,391,477,477,477,479,481,394,400,477,479,479,391,393,473,477
34.0,481,391,473,476,477,391,391,477,477,477,479,481,394,400,477,479,479,391,393,473,477
