,A,B,C,D,E,F,G,H
4.0,13081,14388,14813,14922,15202,15022,14888,15592
9.0,13551,14895,15515,15458,15387,15536,15355,14527
14.0,14517,14737,15475,15984,15917,16075,15335,16208
