,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
10.0/F低層A,10.0,低層,A,8773695,18165,483,359,4,KSWK
22.0/F中層A,22.0,中層,A,9565332,19804,483,384,4,KSWK
32.0/F高層A,32.0,高層,A,9925167,20549,483,366,4,KSWK
10.0/F低層B,10.0,低層,B,7193200,17983,400,390,4,KSWK
22.0/F中層B,22.0,中層,B,7629200,19073,400,408,4,KSWK
32.0/F高層B,32.0,高層,B,8050400,20126,400,405,4,KSWK
10.0/F低層C,10.0,低層,C,7218000,18045,400,371,3,KSWK
22.0/F中層C,22.0,中層,C,7611200,19028,400,422,3,KSWK
32.0/F高層C,32.0,高層,C,7933200,19833,400,413,3,KSWK
10.0/F低層D,10.0,低層,D,8364357,18223,459,375,4,KSWK
22.0/F中層D,22.0,中層,D,9131346,19894,459,409,4,KSWK
32.0/F高層D,32.0,高層,D,9385632,20448,459,406,4,KSWK
10.0/F低層E,10.0,低層,E,8367898,17842,469,385,4,KSWK
22.0/F中層E,22.0,中層,E,8788640,18620,472,337,3,KSWK
32.0/F高層E,32.0,高層,E,9185120,19460,472,323,3,KSWK
10.0/F低層F,10.0,低層,F,5956443,18441,323,367,4,KSWK
22.0/F中層F,22.0,中層,F,6370529,19723,323,332,3,KSWK
32.0/F高層F,32.0,高層,F,6567559,20333,323,393,4,KSWK
10.0/F低層G,10.0,低層,G,8527232,17192,496,358,3,KSWK
22.0/F中層G,22.0,中層,G,8997936,18141,496,370,3,KSWK
32.0/F高層G,32.0,高層,G,9372416,18896,496,337,3,KSWK
