,12,13,19,2,21,22,23,24,26,5,6,7
5.0,349,349,355,355,349,349,349,349,355,366,366,366
10.0,349,349,355,355,349,349,349,349,355,366,366,366
16.0,349,349,355,355,349,349,349,349,355,366,366,366
