,subjFloor,floorLv,unitNo,price,npsf,nfa
4.0/F低層A,4.0,低層,A,7276864,12292,592
11.0/F中層A,11.0,中層,A,7450912,12586,592
19.0/F高層A,19.0,高層,A,7656336,12933,592
4.0/F低層B,4.0,低層,B,7117616,12023,592
11.0/F中層B,11.0,中層,B,7302320,12335,592
19.0/F高層B,19.0,高層,B,7513072,12691,592
4.0/F低層C,4.0,低層,C,7173264,12117,592
11.0/F中層C,11.0,中層,C,7360336,12433,592
19.0/F高層C,19.0,高層,C,7577008,12799,592
4.0/F低層D,4.0,低層,D,7173264,12117,592
11.0/F中層D,11.0,中層,D,7360336,12433,592
19.0/F高層D,19.0,高層,D,7577008,12799,592
4.0/F低層E,4.0,低層,E,4905211,11381,431
11.0/F中層E,11.0,中層,E,5031925,11675,431
19.0/F高層E,19.0,高層,E,5176741,12011,431
4.0/F低層F,4.0,低層,F,5712168,11802,484
11.0/F中層F,11.0,中層,F,5859304,12106,484
19.0/F高層F,19.0,高層,F,6028704,12456,484
4.0/F低層G,4.0,低層,G,7173264,12117,592
11.0/F中層G,11.0,中層,G,7360336,12433,592
19.0/F高層G,19.0,高層,G,7577008,12799,592
4.0/F低層H,4.0,低層,H,7173264,12117,592
11.0/F中層H,11.0,中層,H,7360336,12433,592
19.0/F高層H,19.0,高層,H,7577008,12799,592
4.0/F低層J,4.0,低層,J,5771216,11924,484
11.0/F中層J,11.0,中層,J,5922708,12237,484
19.0/F高層J,19.0,高層,J,6088236,12579,484
4.0/F低層K,4.0,低層,K,4931071,11441,431
11.0/F中層K,11.0,中層,K,5059078,11738,431
19.0/F高層K,19.0,高層,K,5205618,12078,431
