,13,15,17,18,2,21,22,24,27,28,29,4,7,8,9
8.0,2959683,3246534,2862223,2872855,2935761,2883930,2872855,,,,2865324,,,,2872855
19.0,3068218,3350079,2954367,2964999,3024804,2977846,2964999,,,,2957025,,,,2964999
29.0,3167893,3446190,3039866,3050055,3110303,3063345,3050055,,,,3040752,,,,3050055
