,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
7.0/F低層1,7.0,低層,1,8775581,16589,529,284,4,HCW
12.0/F中層1,12.0,中層,1,8991942,16998,529,290,4,HCW
17.0/F高層1,17.0,高層,1,9213593,17417,529,278,4,HCW
7.0/F低層2,7.0,低層,2,7971593,16997,469,346,4,HCW
12.0/F中層2,12.0,中層,2,8169511,17419,469,354,4,HCW
17.0/F高層2,17.0,高層,2,8371650,17850,469,344,4,HCW
7.0/F低層3,7.0,低層,3,7934073,16917,469,322,3,HCW
12.0/F中層3,12.0,中層,3,8125894,17326,469,321,3,HCW
17.0/F高層3,17.0,高層,3,8362739,17831,469,379,4,HCW
7.0/F低層4,7.0,低層,4,8775581,16589,529,284,4,HCW
12.0/F中層4,12.0,中層,4,8991942,16998,529,290,4,HCW
17.0/F高層4,17.0,高層,4,9213593,17417,529,278,4,HCW
7.0/F低層5,7.0,低層,5,8775581,16589,529,284,4,HCW
12.0/F中層5,12.0,中層,5,8991942,16998,529,290,4,HCW
17.0/F高層5,17.0,高層,5,9213593,17417,529,278,4,HCW
7.0/F低層6,7.0,低層,6,7954709,16961,469,311,4,HCW
12.0/F中層6,12.0,中層,6,8150751,17379,469,317,4,HCW
17.0/F高層6,17.0,高層,6,8351483,17807,469,305,4,HCW
7.0/F低層7,7.0,低層,7,7924693,16897,469,353,4,HCW
12.0/F中層7,12.0,中層,7,8107603,17287,469,380,4,HCW
17.0/F高層7,17.0,高層,7,8319122,17738,469,347,4,HCW
7.0/F低層8,7.0,低層,8,8598366,16254,529,321,4,HCW
12.0/F中層8,12.0,中層,8,8812082,16658,529,314,4,HCW
17.0/F高層8,17.0,高層,8,9098271,17199,529,362,5,HCW
