,A,B,C,D,E,F,G,H,J,K,L,M
3.0,442,460,460,620,539,584,584,515,510,373,382,408
6.0,442,460,460,620,539,584,584,515,510,373,382,408
10.0,442,449,426,620,537,584,529,515,510,377,382,408
