,1,10,11,12,14,15,16,16 & 17,17,2,3,4,5,6,7,8,9,A404
4.0,586,413,370,361,460,547,309,706,397,585,610,586,390,405,382,401,401,586
8.0,586,413,370,361,460,547,309,706,397,566,610,586,390,405,373,392,401,586
13.0,517,324,370,358,525,598,309,706,397,445,598,442,390,395,352,388,581,586
