,1,10,11,12,13,14,15,16,2,3,4,5,6,7,8,9
4.0,12107940,14755200,14655984,15791094,15968118,15368357,15484586,15945990,12512982,11025196,10317489,10899094,11000990,12220572,12266780,15827052
10.0,12514426,14953632,14887488,16212448,16629192,16144118,16144118,16040034,12949070,11401026,10951304,11336554,10453170,12904306,12696370,16357202
16.0,13116574,15442928,15374240,16868912,17170406,16671203,16671203,17165796,13379382,11767938,11289551,11708078,10741731,13332452,13093470,16889196
