,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
7.0/F低層1,7.0,低層,1,5584320,9972,560,386,4,NTW
14.0/F中層1,14.0,中層,1,5773600,10310,560,399,4,NTW
20.0/F高層1,20.0,高層,1,6031760,10771,560,384,4,NTW
7.0/F低層2,7.0,低層,2,4911759,10701,459,332,3,NTW
14.0/F中層2,14.0,中層,2,5062770,11030,459,339,3,NTW
20.0/F高層2,20.0,高層,2,5306958,11562,459,325,3,NTW
7.0/F低層3,7.0,低層,3,4886154,10374,471,349,3,NTW
14.0/F中層3,14.0,中層,3,5024628,10668,471,378,3,NTW
20.0/F高層3,20.0,高層,3,5095749,10819,471,378,3,NTW
7.0/F低層4,7.0,低層,4,5480000,10000,548,350,3,NTW
14.0/F中層4,14.0,中層,4,5633440,10280,548,375,3,NTW
20.0/F高層4,20.0,高層,4,5815924,10613,548,356,3,NTW
7.0/F低層5,7.0,低層,5,5628508,10271,548,325,3,NTW
14.0/F中層5,14.0,中層,5,5790168,10566,548,353,3,NTW
20.0/F高層5,20.0,高層,5,5935936,10832,548,352,3,NTW
7.0/F低層6,7.0,低層,6,4884741,10371,471,377,4,NTW
14.0/F中層6,14.0,中層,6,5084445,10795,471,402,4,NTW
20.0/F高層6,20.0,高層,6,5302989,11259,471,343,3,NTW
7.0/F低層7,7.0,低層,7,4620390,9915,466,324,3,NTW
14.0/F中層7,14.0,中層,7,4709396,10106,466,346,3,NTW
20.0/F高層7,20.0,高層,7,4935872,10592,466,348,3,NTW
7.0/F低層8,7.0,低層,8,4819272,10232,471,350,4,NTW
14.0/F中層8,14.0,中層,8,4936551,10481,471,366,4,NTW
20.0/F高層8,20.0,高層,8,6035442,10914,553,356,4,NTW
