,A,B,C,D,E,F,G,H,J,K
7.0,16437,17062,14377,15342,15028,15230,14668,15035,15193,14391
18.0,17453,18355,15321,15172,14733,16121,15616,17056,15375,15020
27.0,17914,18885,15879,16707,14571,17308,15787,16399,16277,17086
