,1,10,11,12,15,16,17,18,19,2,20,21,22,23,25,26,27,28,29,3,30,31,32,33,5,6,7,8,9
9.0,247,164,169,169,164,170,,,227,165,170,170,164,175,169,169,164,168,177,164,141,128,131,135,169,169,164,,239
14.0,246,164,171,167,164,170,,,227,167,170,170,164,175,171,168,164,167,178,164,141,128,132,134,167,171,164,,239
18.0,246,164,171,167,164,170,,,227,167,170,170,164,175,171,168,164,167,178,164,141,128,132,134,167,171,164,,239
