,1,10,11,12,12A,2,3,4,5,6,7,8,9
3.0,636,670,665,755,815,624,945,729,590,652,710,656,625
8.0,636,670,665,755,815,624,945,729,590,652,710,656,625
13.0,636,670,665,755,815,624,945,729,590,652,576,656,625
