,A,B,C,D,E,F,G,H
8.0,20585,20648,17918,18934,19182,18733,19781,18733
15.0,19986,18718,19060,19485,19733,19400,20295,19413
22.0,20888,19606,19279,19474,20832,20077,19907,19591
